un_country,wb_country,ISO_ID,year,source,n,country,date,cell_phone,gdCURENT,LiteracyRate,morethan_hightshool,completedHischool,correption,transparency,Unemployment
afghanistan,Afghanistan,AFG,2012,TED,1,Afghanistan,2012-01-01,15340100.0,641.871479157538,,,,,2.0,1.69190001487732
afghanistan,Afghanistan,AFG,2013,"EFLUX, TED",4,Afghanistan,2013-01-01,16807200.0,637.165523187024,,,,,2.0,
afghanistan,Afghanistan,AFG,2014,TED,1,Afghanistan,2014-01-01,18407200.0,613.856689167623,,,,,2.0,7.9145002365112305
afghanistan,Afghanistan,AFG,2015,TED,1,Afghanistan,2015-01-01,19709000.0,578.466352941708,,,,,2.0,
afghanistan,Afghanistan,AFG,2016,TED,2,Afghanistan,2016-01-01,21603000.0,509.21866133212603,,,,,2.0,
afghanistan,Afghanistan,AFG,2018,TED,2,Afghanistan,2018-01-01,21976400.0,493.750418116312,,,,,2.0,
albania,Albania,ALB,2010,EFLUX,1,Albania,2010-01-01,2692370.0,4094.3503344202004,,,,,,14.086000442504899
albania,Albania,ALB,2011,"BEHANCE, TED",4,Albania,2011-01-01,3100000.0,4437.14288515077,72.986,12.0026302337646,43.4903411865234,,,13.480899810791
albania,Albania,ALB,2012,BEHANCE,8,Albania,2012-01-01,3500000.0,4247.62998374252,,12.899660110473599,45.279148101806605,,,13.3759002685547
albania,Albania,ALB,2013,"BEHANCE, EFLUX, TED",32,Albania,2013-01-01,3685980.0,4413.06086120676,,,,,,15.8659000396729
albania,Albania,ALB,2014,"BEHANCE, TED",25,Albania,2014-01-01,3359650.0,4578.6319939825,,,,,,18.0548000335693
albania,Albania,ALB,2015,"BEHANCE, EFLUX, TED",19,Albania,2015-01-01,3400960.0,3952.8012152446504,,,,,,17.193000793457
albania,Albania,ALB,2016,"BEHANCE, TED",12,Albania,2016-01-01,3369760.0,4124.055725953521,,,,,,15.417599678039599
albania,Albania,ALB,2017,"ART_EDUCATION, BEHANCE, TED",16,Albania,2017-01-01,3625700.0,4531.0208055598605,,,,,,13.6157999038696
albania,Albania,ALB,2018,BEHANCE,29,Albania,2018-01-01,2714880.0,5284.38018438156,,,,,,12.3037996292114
albania,Albania,ALB,2019,BEHANCE,1,Albania,2019-01-01,2630080.0,5353.2448564014,,,,,,11.4654998779297
algeria,Algeria,DZA,2010,"BEHANCE, TED",13,Algeria,2010-01-01,32780200.0,4479.34171958005,,,,,,9.96000003814697
algeria,Algeria,DZA,2011,TED,2,Algeria,2011-01-01,35615900.0,5462.260897231829,72.986,,,,,9.96000003814697
algeria,Algeria,DZA,2012,"BEHANCE, TED",18,Algeria,2012-01-01,37527700.0,5591.212353224039,,,,,,10.970000267028801
algeria,Algeria,DZA,2013,"BEHANCE, TED",72,Algeria,2013-01-01,39517000.0,5498.78409497823,,,,,,9.81999969482422
algeria,Algeria,DZA,2014,"BEHANCE, TED",33,Algeria,2014-01-01,43298200.0,5494.3523360423,,,,,,10.207200050354
algeria,Algeria,DZA,2015,"BEHANCE, TED",32,Algeria,2015-01-01,43227600.0,4187.50972747204,,,,,,11.2061004638672
algeria,Algeria,DZA,2016,"BEHANCE, TED",45,Algeria,2016-01-01,47041300.0,3945.48208133854,,,,,,10.202400207519501
algeria,Algeria,DZA,2017,"BEHANCE, MEETUP, TED",104,Algeria,2017-01-01,45845700.0,4111.29411013269,,,,,,13.5699996948242
algeria,Algeria,DZA,2018,"BEHANCE, EFLUX, MEETUP, TED",112,Algeria,2018-01-01,51490100.0,4153.73397805915,,,,,,
algeria,Algeria,DZA,2019,"BEHANCE, MEETUP, TED",17,Algeria,2019-01-01,47081100.0,3973.96407191565,,,,,,
andorra,Andorra,AND,2010,TED,1,Andorra,2010-01-01,65495.0,40852.666777443395,,,,,,
andorra,Andorra,AND,2011,"MEETUP, TED",4,Andorra,2011-01-01,65044.0,43335.328861828304,72.986,,,,,
andorra,Andorra,AND,2012,TED,4,Andorra,2012-01-01,63865.0,38686.4612635075,,,,,,
andorra,Andorra,AND,2013,"BEHANCE, TED",12,Andorra,2013-01-01,63931.0,39538.7667220426,,,,,,
andorra,Andorra,AND,2014,"BEHANCE, TED",14,Andorra,2014-01-01,66241.0,41303.9293714464,,32.681079864502,47.8374099731445,,,
andorra,Andorra,AND,2015,"BEHANCE, TED",39,Andorra,2015-01-01,71336.0,35762.523073758,,32.4202499389648,47.5452003479004,,,
andorra,Andorra,AND,2016,"BEHANCE, TED",23,Andorra,2016-01-01,76132.0,37474.6654057245,,32.229190826416,47.3496894836426,,,
andorra,Andorra,AND,2017,"BEHANCE, MEETUP, TED",10,Andorra,2017-01-01,80337.0,38962.8803536703,,,,,,
andorra,Andorra,AND,2018,BEHANCE,1,Andorra,2018-01-01,82614.0,41793.0552583729,,,,,,
angola,Angola,AGO,2011,BEHANCE,5,Angola,2011-01-01,12073200.0,4615.46802807906,72.986,,,,2.5,7.3621997833252
angola,Angola,AGO,2012,"BEHANCE, TED",4,Angola,2012-01-01,12785100.0,5100.095808097671,,,,,2.5,
angola,Angola,AGO,2013,"BEHANCE, TED",6,Angola,2013-01-01,13285200.0,5254.8823379961605,,,,,2.5,
angola,Angola,AGO,2014,"BEHANCE, TED",4,Angola,2014-01-01,14052600.0,5408.41049555432,,2.63389992713928,15.863530158996598,,,
angola,Angola,AGO,2016,"BEHANCE, TED",2,Angola,2016-01-01,13001100.0,3506.07288506966,,,,,,
angola,Angola,AGO,2017,MEETUP,27,Angola,2017-01-01,13324000.0,4095.8129415585704,,,,,,
angola,Angola,AGO,2018,"BEHANCE, MEETUP, TED",18,Angola,2018-01-01,13288400.0,3289.64666408633,,,,,,
angola,Angola,AGO,2019,TED,1,Angola,2019-01-01,14830200.0,2790.72661520665,,,,,,
antigua and barbuda,Antigua and Barbuda,ATG,2013,BEHANCE,7,Antigua and Barbuda,2013-01-01,114358.0,12909.744177500601,,,,,,
antigua and barbuda,Antigua and Barbuda,ATG,2015,"BEHANCE, TED",6,Antigua and Barbuda,2015-01-01,176000.0,14286.0931598293,,,,,,
antigua and barbuda,Antigua and Barbuda,ATG,2017,MEETUP,2,Antigua and Barbuda,2017-01-01,184000.0,15383.4151884998,,,,,,
argentina,Argentina,ARG,2007,BEHANCE,4,Argentina,2007-01-01,40401800.0,7245.44831728945,,,,,,8.47000026702881
argentina,Argentina,ARG,2008,"BEHANCE, MEETUP",116,Argentina,2008-01-01,46508800.0,9020.873098071941,,17.246149063110398,,,,7.83739995956421
argentina,Argentina,ARG,2009,"BEHANCE, MEETUP, TED",412,Argentina,2009-01-01,52482800.0,8225.13717626412,,17.820520401001,,,,8.64529991149902
argentina,Argentina,ARG,2010,"BEHANCE, EFLUX, TED",884,Argentina,2010-01-01,57082300.0,10385.964431955501,,18.246770858764602,,,,7.71390008926392
argentina,Argentina,ARG,2011,"BEHANCE, EFLUX, MEETUP, TED",1353,Argentina,2011-01-01,60722700.0,12848.8641969705,72.986,18.405340194702102,,,,7.17950010299683
argentina,Argentina,ARG,2012,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",2757,Argentina,2012-01-01,64327600.0,13082.664325572,,18.8033409118652,,,,7.2165999412536594
argentina,Argentina,ARG,2013,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",3910,Argentina,2013-01-01,67361500.0,13080.2547323367,,19.040359497070302,,,,7.0995998382568395
argentina,Argentina,ARG,2014,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",4117,Argentina,2014-01-01,61234200.0,12334.7982453893,,18.7846908569336,,,,7.26760005950928
argentina,Argentina,ARG,2015,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",3544,Argentina,2015-01-01,61842000.0,13789.060424772,,18.576150894165,,,,
argentina,Argentina,ARG,2016,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",4182,Argentina,2016-01-01,63719800.0,12790.2424732447,,19.4222507476807,,,,
argentina,Argentina,ARG,2017,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",3853,Argentina,2017-01-01,61897400.0,14613.041824669599,,,,,,8.347399711608888
argentina,Argentina,ARG,2018,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",3912,Argentina,2018-01-01,58598000.0,11633.498008646498,,19.9918098449707,,,,9.220499992370609
argentina,Argentina,ARG,2019,"BEHANCE, MEETUP, TED",734,Argentina,2019-01-01,58606400.0,9912.28180859803,,,,,,9.84270000457764
armenia,Armenia,ARM,2009,BEHANCE,18,Armenia,2009-01-01,2191500.0,2994.3425444850895,,,,,3.0,18.43630027771
armenia,Armenia,ARM,2010,"BEHANCE, TED",39,Armenia,2010-01-01,3865350.0,3218.37270660563,,,,,3.0,19.007999420165998
armenia,Armenia,ARM,2011,"BEHANCE, TED",53,Armenia,2011-01-01,3211220.0,3525.8047467115293,72.986,46.9643898010254,90.23760986328129,,3.0,18.4428997039795
armenia,Armenia,ARM,2012,"BEHANCE, TED",61,Armenia,2012-01-01,3322840.0,3681.8574560431,,,,,3.5,17.3013000488281
armenia,Armenia,ARM,2013,"BEHANCE, TED, TIMEPAD",48,Armenia,2013-01-01,3346280.0,3838.1858014838203,,,,,3.5,16.178899765014602
armenia,Armenia,ARM,2014,"BEHANCE, TED, TIMEPAD",126,Armenia,2014-01-01,3459140.0,3986.2316237671293,,,,,,17.4985008239746
armenia,Armenia,ARM,2015,"BEHANCE, TED, TIMEPAD",162,Armenia,2015-01-01,3464490.0,3607.29669672271,,50.560638427734396,91.83743286132808,,,18.260999679565398
armenia,Armenia,ARM,2016,"BEHANCE, EFLUX, TED, TIMEPAD",222,Armenia,2016-01-01,3434570.0,3591.8292755302296,,,,,,17.617200851440398
armenia,Armenia,ARM,2017,"BEHANCE, TED, TIMEPAD",212,Armenia,2017-01-01,3488520.0,3914.5012684128,,46.7269706726074,90.09664916992192,,,17.7045001983643
armenia,Armenia,ARM,2018,"BEHANCE, MEETUP, TED, TIMEPAD",167,Armenia,2018-01-01,3579260.0,4220.4902767124895,,,,,,18.965900421142603
armenia,Armenia,ARM,2019,"BEHANCE, TED, TIMEPAD",22,Armenia,2019-01-01,3618750.0,4622.733493286711,,,,,,
australia,Australia,AUS,2004,MEETUP,18,Australia,2004-01-01,16480000.0,30430.6764374443,,33.364990234375,64.12100219726561,,,5.394700050354
australia,Australia,AUS,2005,MEETUP,66,Australia,2005-01-01,18420000.0,33999.2428575835,,34.2044906616211,65.0338516235352,,,5.03249979019165
australia,Australia,AUS,2006,MEETUP,152,Australia,2006-01-01,19760000.0,36044.922810848504,,35.729789733886705,66.71383666992189,,,4.782299995422361
australia,Australia,AUS,2007,"BEHANCE, MEETUP",221,Australia,2007-01-01,21260000.0,40960.0544948199,,36.7352409362793,68.1897811889648,,,4.3769998550414995
australia,Australia,AUS,2008,"BEHANCE, MEETUP",533,Australia,2008-01-01,22120000.0,49601.6567082178,,39.3568687438965,70.08895874023439,,,4.23420000076294
australia,Australia,AUS,2009,"BEHANCE, MEETUP, TED",1460,Australia,2009-01-01,22200000.0,42772.3591664498,,40.5558280944824,70.8557434082031,,,5.5606999397277805
australia,Australia,AUS,2010,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",2523,Australia,2010-01-01,22500000.0,52022.125596187594,,41.795711517334,72.7989730834961,,,5.21129989624023
australia,Australia,AUS,2011,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",3394,Australia,2011-01-01,23789000.0,62517.833747150304,72.986,42.7026596069336,74.0616683959961,,,5.08109998703003
australia,Australia,AUS,2012,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",6394,Australia,2012-01-01,24338000.0,68012.1479005934,,46.461971282959006,76.48301696777341,,,5.2235999107360795
australia,Australia,AUS,2013,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",8785,Australia,2013-01-01,24940000.0,68150.1070413215,,41.6409111022949,72.0368423461914,,,5.662000179290769
australia,Australia,AUS,2014,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",8936,Australia,2014-01-01,25060000.0,62510.7911705641,,39.034980773925795,71.2339401245117,,,6.07679986953735
australia,Australia,AUS,2015,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",8412,Australia,2015-01-01,25770000.0,56755.7217124249,,45.3450698852539,75.5597610473633,,,6.05420017242432
australia,Australia,AUS,2016,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",9305,Australia,2016-01-01,26551000.0,49971.131456129006,,46.4734306335449,76.4180374145508,,,5.70989990234375
australia,Australia,AUS,2017,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED, TIMEPAD",10387,Australia,2017-01-01,27463000.0,54027.9668184568,,47.666988372802706,77.261360168457,,,5.59110021591187
australia,Australia,AUS,2018,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",13241,Australia,2018-01-01,28279000.0,57354.9640455891,,48.302669525146506,78.3257598876953,,,5.29829978942871
australia,Australia,AUS,2019,"BEHANCE, MEETUP, TED",2258,Australia,2019-01-01,27880000.0,55060.3261005013,,,,,,5.15999984741211
austria,Austria,AUT,2007,BEHANCE,1,Austria,2007-01-01,9912000.0,46855.7717452095,,23.867000579834,73.5906066894531,,,4.8579001426696795
austria,Austria,AUT,2008,BEHANCE,24,Austria,2008-01-01,10816000.0,51708.7657541758,,23.595760345459,72.4694595336914,,,4.128099918365479
austria,Austria,AUT,2009,BEHANCE,74,Austria,2009-01-01,11434000.0,47963.1794023217,,25.622549057006804,75.810188293457,,,5.301400184631349
austria,Austria,AUT,2010,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",282,Austria,2010-01-01,12241000.0,46858.0432733717,,26.1673908233643,76.5560989379883,,,4.82000017166138
austria,Austria,AUT,2011,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",536,Austria,2011-01-01,13022600.0,51374.9584066934,72.986,26.338830947876,76.4276962280273,,,4.56379985809326
austria,Austria,AUT,2012,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",659,Austria,2012-01-01,13588000.0,48567.69528642,,26.9906406402588,76.97511291503909,,,4.86499977111816
austria,Austria,AUT,2013,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",1118,Austria,2013-01-01,13272000.0,50716.708706286394,,27.827560424804698,77.3063583374023,,,5.33479976654053
austria,Austria,AUT,2014,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",1189,Austria,2014-01-01,12952600.0,51717.495940551504,,28.418519973754897,78.1098403930664,,,5.61969995498657
austria,Austria,AUT,2015,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",1400,Austria,2015-01-01,13470600.0,44178.047377743205,,29.1428203582764,79.0129013061523,,,5.72270011901855
austria,Austria,AUT,2016,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",1766,Austria,2016-01-01,11079500.0,45276.8314351693,,29.4428405761719,79.2102432250977,,,6.013800144195559
austria,Austria,AUT,2017,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",2192,Austria,2017-01-01,10859000.0,47426.51195977731,,30.628370285034197,79.66258239746091,,,5.499000072479251
austria,Austria,AUT,2018,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",2670,Austria,2018-01-01,10984000.0,51478.2852619277,,,,,,4.84800004959106
austria,Austria,AUT,2019,"BEHANCE, MEETUP, TED",460,Austria,2019-01-01,10726000.0,50137.6627762476,,,,,,4.48659992218018
azerbaijan,Azerbaijan,AZE,2009,BEHANCE,1,Azerbaijan,2009-01-01,7757120.0,4950.29479142375,,29.8219203948975,88.6104888916016,,2.5,5.7399997711181605
azerbaijan,Azerbaijan,AZE,2010,"BEHANCE, TED",3,Azerbaijan,2010-01-01,9100110.0,5842.805783585761,,29.9682292938232,88.6454010009766,,2.5,5.630000114440921
azerbaijan,Azerbaijan,AZE,2011,"BEHANCE, TED",13,Azerbaijan,2011-01-01,10120100.0,7189.69122920765,72.986,30.002220153808604,88.65878295898442,,,5.42000007629395
azerbaijan,Azerbaijan,AZE,2012,"BEHANCE, TED, TIMEPAD",61,Azerbaijan,2012-01-01,10125200.0,7496.294647682629,,30.0363502502441,88.7130889892578,,,5.19000005722046
azerbaijan,Azerbaijan,AZE,2013,"BEHANCE, TED, TIMEPAD",100,Azerbaijan,2013-01-01,10130100.0,7875.75695254288,,30.033130645752,88.7162094116211,,,4.96999979019165
azerbaijan,Azerbaijan,AZE,2014,"BEHANCE, TED, TIMEPAD",100,Azerbaijan,2014-01-01,10552500.0,7891.31314749986,,30.057119369506804,88.71417236328129,,,4.90999984741211
azerbaijan,Azerbaijan,AZE,2015,"BEHANCE, TED, TIMEPAD",131,Azerbaijan,2015-01-01,10697100.0,5500.31038244408,,30.0416603088379,88.6650772094727,,,4.96000003814697
azerbaijan,Azerbaijan,AZE,2016,"ART_EDUCATION, BEHANCE, TED, TIMEPAD",113,Azerbaijan,2016-01-01,10189000.0,3880.7387308955604,,30.0917091369629,88.6644515991211,,,5.0
azerbaijan,Azerbaijan,AZE,2017,"BEHANCE, EFLUX, MEETUP, TED, TIMEPAD",135,Azerbaijan,2017-01-01,10127000.0,4147.08971569171,,30.0558700561523,88.50122833251949,,,5.0
azerbaijan,Azerbaijan,AZE,2018,"BEHANCE, EFLUX, TED, TIMEPAD",139,Azerbaijan,2018-01-01,10339700.0,4739.841710283929,,,,,,4.90000009536743
azerbaijan,Azerbaijan,AZE,2019,"BEHANCE, TIMEPAD",24,Azerbaijan,2019-01-01,10750300.0,4793.58701966989,,,,,,4.84999990463257
"bahamas, the","Bahamas, The",BHS,2006,MEETUP,2,"Bahamas, The",2006-01-01,252987.0,30713.705280138198,,,,,,7.53999996185303
"bahamas, the","Bahamas, The",BHS,2007,MEETUP,2,"Bahamas, The",2007-01-01,373999.0,31472.09897181,,,,,,7.880000114440921
"bahamas, the","Bahamas, The",BHS,2011,MEETUP,1,"Bahamas, The",2011-01-01,298790.0,28006.379718391298,72.986,,,,,14.520000457763699
"bahamas, the","Bahamas, The",BHS,2014,MEETUP,2,"Bahamas, The",2014-01-01,314842.0,29980.0611386466,,,,,,13.8000001907349
"bahamas, the","Bahamas, The",BHS,2015,MEETUP,6,"Bahamas, The",2015-01-01,311175.0,31295.0620781067,,,,,,12.0
"bahamas, the","Bahamas, The",BHS,2016,MEETUP,4,"Bahamas, The",2016-01-01,360200.0,31562.6397411168,,,,,,12.6999998092651
"bahamas, the","Bahamas, The",BHS,2017,MEETUP,3,"Bahamas, The",2017-01-01,353540.0,32718.638100801298,,,,,,9.80000019073486
"bahamas, the","Bahamas, The",BHS,2018,MEETUP,1,"Bahamas, The",2018-01-01,381591.0,33767.5033710196,,,,,,10.0
bahrain,Bahrain,BHR,2008,BEHANCE,8,Bahrain,2008-01-01,1440780.0,23066.5337586893,,,,,,3.70000004768372
bahrain,Bahrain,BHR,2009,BEHANCE,13,Bahrain,2009-01-01,1401970.0,19355.904672026398,,,,,,4.0
bahrain,Bahrain,BHR,2010,"BEHANCE, TED",19,Bahrain,2010-01-01,1567000.0,20722.1372891347,,40.1199493408203,42.113010406494105,,,1.12999999523163
bahrain,Bahrain,BHR,2011,"BEHANCE, TED",13,Bahrain,2011-01-01,1693650.0,22514.2379458146,72.986,,,,,4.0
bahrain,Bahrain,BHR,2012,"BEHANCE, MEETUP",78,Bahrain,2012-01-01,2123900.0,23654.3513912828,,,,,,1.20000004768372
bahrain,Bahrain,BHR,2013,"BEHANCE, MEETUP",75,Bahrain,2013-01-01,2210190.0,24744.296958551,,,,,,
bahrain,Bahrain,BHR,2014,"BEHANCE, MEETUP, TED",66,Bahrain,2014-01-01,2328990.0,24989.4001204704,,,,,,
bahrain,Bahrain,BHR,2015,"BEHANCE, MEETUP",86,Bahrain,2015-01-01,2519060.0,22634.118645445,,,,,,
bahrain,Bahrain,BHR,2016,"BEHANCE, MEETUP, TED",68,Bahrain,2016-01-01,2994870.0,22608.484275925,,23.9291496276855,54.0475997924805,,,
bahrain,Bahrain,BHR,2017,"BEHANCE, MEETUP, TED",152,Bahrain,2017-01-01,2364480.0,23742.9850166355,,24.4504508972168,56.538158416748,,,
bahrain,Bahrain,BHR,2018,"BEHANCE, MEETUP, TED",229,Bahrain,2018-01-01,2092710.0,23991.05667694,,32.3650703430176,64.9282302856445,,,
bahrain,Bahrain,BHR,2019,"BEHANCE, MEETUP, TED",46,Bahrain,2019-01-01,1900360.0,23503.977126673,,,,,,
bangladesh,Bangladesh,BGD,2008,BEHANCE,7,Bangladesh,2008-01-01,44640000.0,634.987056467494,,,,,3.0,
bangladesh,Bangladesh,BGD,2009,"BEHANCE, TED",4,Bangladesh,2009-01-01,51359300.0,702.264410019296,,,,,3.0,5.0
bangladesh,Bangladesh,BGD,2010,BEHANCE,4,Bangladesh,2010-01-01,67923900.0,781.153593557047,,,,,3.0,3.37890005111694
bangladesh,Bangladesh,BGD,2011,"BEHANCE, TED",6,Bangladesh,2011-01-01,84368700.0,861.758444349051,72.986,10.2457599639893,24.182819366455103,,2.5,
bangladesh,Bangladesh,BGD,2012,"BEHANCE, MEETUP, TED",16,Bangladesh,2012-01-01,97180000.0,883.1050005413131,,10.507209777832001,24.678840637207,,2.5,
bangladesh,Bangladesh,BGD,2013,"BEHANCE, TED",48,Bangladesh,2013-01-01,116553000.0,981.839879150399,,9.41856002807617,22.185350418090803,,2.5,4.426199913024901
bangladesh,Bangladesh,BGD,2014,"BEHANCE, EFLUX, MEETUP, TED",143,Bangladesh,2014-01-01,126866000.0,1118.8536634927,,10.2895097732544,23.2181606292725,,2.5,
bangladesh,Bangladesh,BGD,2015,"BEHANCE, MEETUP, TED",176,Bangladesh,2015-01-01,131376000.0,1248.45339778371,,13.990980148315401,28.562179565429698,,2.5,
bangladesh,Bangladesh,BGD,2016,"BEHANCE, MEETUP, TED",366,Bangladesh,2016-01-01,135982000.0,1401.6206282151502,,14.347319602966301,28.9691696166992,,2.5,4.349999904632569
bangladesh,Bangladesh,BGD,2017,"BEHANCE, EFLUX, MEETUP, TED",482,Bangladesh,2017-01-01,150945000.0,1563.9136986248498,,14.9236602783203,29.7941703796387,,2.5,4.3723001480102495
bangladesh,Bangladesh,BGD,2018,"BEHANCE, EFLUX, MEETUP, TED",369,Bangladesh,2018-01-01,156989000.0,1698.3503942812197,,15.5677995681763,30.5447692871094,,2.5,
bangladesh,Bangladesh,BGD,2019,"BEHANCE, MEETUP, TED",41,Bangladesh,2019-01-01,165572000.0,1855.7398240804603,,16.2052707672119,31.330099105835,,2.5,
barbados,Barbados,BRB,2011,TED,1,Barbados,2011-01-01,347917.0,16458.3532105715,72.986,,,,,11.1899995803833
barbados,Barbados,BRB,2012,"BEHANCE, TED",2,Barbados,2012-01-01,349296.0,16249.5593937258,,,,,,11.5900001525879
barbados,Barbados,BRB,2013,"BEHANCE, TED",7,Barbados,2013-01-01,307708.0,16451.163575991202,,,,,,11.5500001907349
barbados,Barbados,BRB,2014,"BEHANCE, TED",2,Barbados,2014-01-01,305456.0,16489.0722373387,,,,,,12.1700000762939
barbados,Barbados,BRB,2015,BEHANCE,1,Barbados,2015-01-01,334792.0,16525.0732500596,,,,,,11.3500003814697
barbados,Barbados,BRB,2016,"BEHANCE, MEETUP, TED",6,Barbados,2016-01-01,332208.0,16900.166552366,,,,,,9.72000026702881
barbados,Barbados,BRB,2017,BEHANCE,3,Barbados,2017-01-01,329565.0,17391.4258663397,,,,,,
barbados,Barbados,BRB,2018,MEETUP,1,Barbados,2018-01-01,351344.0,17745.1934649963,,,,,,
belarus,Belarus,BLR,2008,BEHANCE,15,Belarus,2008-01-01,8128000.0,6377.36973201232,,,,,,0.8000000119209291
belarus,Belarus,BLR,2009,BEHANCE,30,Belarus,2009-01-01,9686200.0,5351.355382432779,,63.376220703125,84.8541030883789,,,6.099999904632571
belarus,Belarus,BLR,2010,"BEHANCE, TED",78,Belarus,2010-01-01,10332900.0,6029.3967998293,,,,,,
belarus,Belarus,BLR,2011,"BEHANCE, TED",113,Belarus,2011-01-01,10694900.0,6519.230194988921,72.986,,,,,0.6000000238418579
belarus,Belarus,BLR,2012,"BEHANCE, TIMEPAD",403,Belarus,2012-01-01,10676500.0,6940.15925359735,,,,,,0.5
belarus,Belarus,BLR,2013,"BEHANCE, TED, TIMEPAD",725,Belarus,2013-01-01,11114400.0,7978.872614710759,,,,,,0.5
belarus,Belarus,BLR,2014,"BEHANCE, EFLUX, TED, TIMEPAD",962,Belarus,2014-01-01,11401900.0,8318.51268992675,,,,,,0.5
belarus,Belarus,BLR,2015,"BEHANCE, TED, TIMEPAD",937,Belarus,2015-01-01,11448300.0,5949.106306997479,,,,,,1.0
belarus,Belarus,BLR,2016,"BEHANCE, TED, TIMEPAD",1229,Belarus,2016-01-01,11439900.0,5022.62664330491,,,,,,5.84000015258789
belarus,Belarus,BLR,2017,"BEHANCE, TED, TIMEPAD",1483,Belarus,2017-01-01,11415100.0,5761.747120230071,,,,,,5.650000095367429
belarus,Belarus,BLR,2018,"BEHANCE, MEETUP, TED, TIMEPAD",1318,Belarus,2018-01-01,11619700.0,6330.0752464187,,,,,,4.76000022888184
belarus,Belarus,BLR,2019,"BEHANCE, TED, TIMEPAD",257,Belarus,2019-01-01,11619700.0,6663.29529282582,,,,,,4.15999984741211
belgium,Belgium,BEL,2007,"BEHANCE, MEETUP",31,Belgium,2007-01-01,10738100.0,44262.8960009954,,,,,,7.45790004730225
belgium,Belgium,BEL,2008,"BEHANCE, MEETUP",137,Belgium,2008-01-01,11341700.0,48106.892915788,,29.387229919433604,60.4241600036621,,,6.9755997657775906
belgium,Belgium,BEL,2009,"BEHANCE, MEETUP, TED",223,Belgium,2009-01-01,11775200.0,44583.544807081395,,30.6177597045898,61.692901611328104,,,7.90759992599487
belgium,Belgium,BEL,2010,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",401,Belgium,2010-01-01,12154000.0,44141.8781415734,,31.740449905395497,61.7283782958984,,,8.29249954223633
belgium,Belgium,BEL,2011,"BEHANCE, EFLUX, MEETUP, TED",802,Belgium,2011-01-01,12495900.0,47348.5250202016,72.986,32.156280517578104,62.7599296569824,,,7.139599800109861
belgium,Belgium,BEL,2012,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",1576,Belgium,2012-01-01,12313400.0,44673.1158755901,,32.712249755859396,63.2111015319824,,,7.541699886322019
belgium,Belgium,BEL,2013,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",2140,Belgium,2013-01-01,12315200.0,46744.6625441516,,32.9851417541504,64.278678894043,,,8.42529964447021
belgium,Belgium,BEL,2014,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",2978,Belgium,2014-01-01,12734700.0,47700.540360117804,,32.803390502929695,64.0188674926758,,,8.52270030975342
belgium,Belgium,BEL,2015,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",2887,Belgium,2015-01-01,12774100.0,40991.8081381432,,33.2611503601074,66.210578918457,,,8.48200035095215
belgium,Belgium,BEL,2016,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",3955,Belgium,2016-01-01,12550800.0,41984.103033560896,,33.7627182006836,67.0826416015625,,,7.8296999931335405
belgium,Belgium,BEL,2017,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",4266,Belgium,2017-01-01,11961100.0,44192.6230270333,,36.3806114196777,69.15045166015629,,,7.08620023727417
belgium,Belgium,BEL,2018,"ART_EDUCATION, BEHANCE, EFLUX, MEETUP, TED",4574,Belgium,2018-01-01,11877000.0,47583.0749405066,,,,,,5.948200225830081
belgium,Belgium,BEL,2019,"BEHANCE, MEETUP, TED",727,Belgium,2019-01-01,11509600.0,46420.6637668061,,,,,,5.35970020294189
